
"Report 1"

"CTL_CLAIM_NO","CTL_CLAIM_DATE","CTL_MACHINE_MODEL","CTL_MACHINE_TYPE","CTL_MACHINE_SUBTYPE","CTL_MACHINE_SERIAL","CTL_DELIVERY_DATE","CTL_FAILURE_DATE","CTL_CORRECTED_DATE","CTL_CAUSE_OF_FAILURE","CTL_ETSI","CTL_FC_NO","CLAIM_CATEGORY","BASE_APP_PARTS_AMOUNT","BASE_APP_LABOR_AMOUNT","BASE_APP_MILEAGE_AMOUNT","BASE_APP_OTHER_AMOUNT","BASE_APP_TOTAL_AMOUNT","PARTS_NBR","PARTS_NAME","PARTS_QTY","PARTS_UNIT_PRICE"
"22152  ","20220517","HD785      "," 7","  ","         31604","20211124","20220320","20220420","132GAA","AMSMX202203067 ","         ","B","266.32","29.26","0","0","295.58","426-15-59180        ","SEAL           ","1","87.64"
"22160  ","20220429","PC210      ","10","M0","        C01970","20210421","20220302","20220419","DHSDMA","AMSMX202203023 ","         ","W","32.89","10.64","8.1","0","51.63","7861-93-1880        ","SENSOR         ","2","32.89"
"22161  ","20220429","HD785      "," 7","  ","         33214","20210424","20220315","20220421","132GAA","AMSMX202203047 ","         ","W","266.32","29.26","0","0","295.58","07000-75170         ","O-RING         ","2","17.99"
"22161  ","20220429","HD785      "," 7","  ","         33214","20210424","20220315","20220421","132GAA","AMSMX202203047 ","         ","W","266.32","29.26","0","0","295.58","07012-50125         ","OIL SEAL       ","2","160.69"
"22161  ","20220429","HD785      "," 7","  ","         33214","20210424","20220315","20220421","132GAA","AMSMX202203047 ","         ","W","266.32","29.26","0","0","295.58","426-15-59180        ","SEAL           ","2","87.64"
"22174  ","20220518","PC350      "," 8","M0","         82178","20211214","20220404","20220505","2511FF","AMSMX202204018 ","         ","W","46.01","10.64","35.1","0","91.75","01643-72460         ","WASHER         ","2","4.05"
"22174  ","20220518","PC350      "," 8","M0","         82178","20211214","20220404","20220505","2511FF","AMSMX202204018 ","         ","W","46.01","10.64","35.1","0","91.75","207-25-75111        ","BOLT           ","2","41.96"
"22175  ","20220518","PC130      "," 8","  ","         88982","20210609","20220331","20220421","A240AA","AMSMX202204003 ","         ","W","33.36","26.6","10.44","0","70.4","6204-21-3530        ","SEAL           ","2","33.36"
"22176  ","20220518","PC200      "," 8","M0","        C23225","20190708","20220324","20220419","DJG2MA","AMSMX202204012 ","         ","P","123.59","0","0","0","123.59","600-311-3723        ","SENSOR         ","2","123.59"
"22177  ","20220519","PC500LC    ","10","R ","        100344","19771111","20220328","20220505","H17APP","AMSMX202204020 ","         ","W","39.8","5.32","0","0","45.12","205-70-65780        ","ELBOW          ","2","39.8"
"22185  ","20220524","GD535      "," 5","  ","          1698","20220316","20220423","20220511","DW4BMA","AMSMX202204054 ","         ","W","527.39","21.28","5.04","0","553.71","419-43-57691        ","SOLENOID VALVE ","2","527.39"
"22186  ","20220525","D155A      "," 6","  ","         88051","20210705","20211102","20220513","7610HA","AMSMX202111017 ","         ","W","313.21","15.96","45.36","0","374.53","195-78-21320        ","PROTECTOR      ","2","313.21"
"22187  ","20220525","HD785      "," 7","  ","         30662","20210423","20220413","20220519","A921HA","AMSMX202205018 ","         ","B","8,043.49","0","0","0","8,043.49","01020-11025         ","BOLT           ","12","12.01"
"22187  ","20220525","HD785      "," 7","  ","         30662","20210423","20220413","20220519","A921HA","AMSMX202205018 ","         ","B","8,043.49","0","0","0","8,043.49","01020-11095         ","BOLT           ","48","22.73"
"22187  ","20220525","HD785      "," 7","  ","         30662","20210423","20220413","20220519","A921HA","AMSMX202205018 ","         ","B","8,043.49","0","0","0","8,043.49","6114-11-5590        ","NUT            ","8","8.69"
"22187  ","20220525","HD785      "," 7","  ","         30662","20210423","20220413","20220519","A921HA","AMSMX202205018 ","         ","B","8,043.49","0","0","0","8,043.49","6138-13-4510        ","BOLT           ","8","15.35"
"22187  ","20220525","HD785      "," 7","  ","         30662","20210423","20220413","20220519","A921HA","AMSMX202205018 ","         ","B","8,043.49","0","0","0","8,043.49","6151-51-8151        ","GASKET         ","2","2.95"
"22187  ","20220525","HD785      "," 7","  ","         30662","20210423","20220413","20220519","A921HA","AMSMX202205018 ","         ","B","8,043.49","0","0","0","8,043.49","6151-51-8161        ","GASKET         ","2","2.35"
"22187  ","20220525","HD785      "," 7","  ","         30662","20210423","20220413","20220519","A921HA","AMSMX202205018 ","         ","B","8,043.49","0","0","0","8,043.49","6164-62-8241        ","GASKET         ","8","1.93"
"22187  ","20220525","HD785      "," 7","  ","         30662","20210423","20220413","20220519","A921HA","AMSMX202205018 ","         ","B","8,043.49","0","0","0","8,043.49","6212-11-5940        ","GASKET         ","2","94.81"
"22187  ","20220525","HD785      "," 7","  ","         30662","20210423","20220413","20220519","A921HA","AMSMX202205018 ","         ","B","8,043.49","0","0","0","8,043.49","6218-11-5830        ","GASKET         ","2","83.18"
"22187  ","20220525","HD785      "," 7","  ","         30662","20210423","20220413","20220519","A921HA","AMSMX202205018 ","         ","B","8,043.49","0","0","0","8,043.49","6218-11-5880        ","GASKET         ","12","24.44"
"22187  ","20220525","HD785      "," 7","  ","         30662","20210423","20220413","20220519","A921HA","AMSMX202205018 ","         ","B","8,043.49","0","0","0","8,043.49","6219-11-9171        ","MANIFOLD       ","2","1,164.34"
"22187  ","20220525","HD785      "," 7","  ","         30662","20210423","20220413","20220519","A921HA","AMSMX202205018 ","         ","B","8,043.49","0","0","0","8,043.49","6505-67-5110        ","TURBOCHARGER AS","2","5,827.76"
"22188  ","20220526","PC210      ","10","M0","        C00319","20200304","20220404","20220502","DJG2MA","AMSMX202204046 ","         ","P","123.59","0","0","0","123.59","600-311-3723        ","SENSOR         ","1","127.89"
"22188  ","20220526","PC210      ","10","M0","        C00319","20200304","20220404","20220502","DJG2MA","AMSMX202204046 ","         ","P","127.89","0","0","0","127.89","600-311-3723        ","SENSOR         ","1","127.89"
"22189  ","20220526","GD825A     "," 2","  ","         13362","20210823","20220406","20220519","L810ZA","AMSMX202204029 ","         ","W","3,189.46","15.96","0","0","3,205.42","07000-15160         ","O-RING         ","2","8.67"
"22189  ","20220526","GD825A     "," 2","  ","         13362","20210823","20220406","20220519","L810ZA","AMSMX202204029 ","         ","W","3,189.46","15.96","0","0","3,205.42","235-62-11700        ","MOTOR          ","2","3,180.79"
"22190  ","20220530","HD785      "," 7","  ","         33244","20210701","20220414","20220526","2240AA","AMSMX202204045 ","         ","W","100.21","29.26","0","0","129.47","561-40-05201        ","SEAL KIT       ","2","73.98"
"22190  ","20220530","HD785      "," 7","  ","         33244","20210701","20220414","20220526","2240AA","AMSMX202204045 ","         ","W","100.21","29.26","0","0","129.47","561-40-63760        ","SEAL           ","2","20.37"
"22190  ","20220530","HD785      "," 7","  ","         33244","20210701","20220414","20220526","2240AA","AMSMX202204045 ","         ","W","100.21","29.26","0","0","129.47","566-40-42710        ","WASHER         ","2","5.86"
"22198  ","20220603","PC210      ","10","  ","        455151","20210713","20220424","20220523","871GFA","AMSMX202204078 ","         ","T","246.86","10.64","25.56","0","283.06","ND116360-0030       ","MOTOR ASS'Y    ","1","246.86"
"22200  ","20220607","HD785      "," 7","  ","         33271","20210701","20220419","20220421","2240AA","AMSMX202205003 ","         ","W","99.92","21.28","0","0","121.2","561-40-05201        ","SEAL KIT       ","2","73.98"
"22200  ","20220607","HD785      "," 7","  ","         33271","20210701","20220419","20220421","2240AA","AMSMX202205003 ","         ","W","99.92","21.28","0","0","121.2","561-40-63760        ","SEAL           ","2","20.37"
"22200  ","20220607","HD785      "," 7","  ","         33271","20210701","20220419","20220421","2240AA","AMSMX202205003 ","         ","W","99.92","21.28","0","0","121.2","566-40-42710        ","WASHER         ","2","5.57"
"22201  ","20220608","HD785      "," 7","  ","         33246","20210703","20220424","20220604","8740FQ","AMSMX202205019 ","         ","W","2,291.6","101.08","0","782.7","3,175.38","423-07-31571        ","RECEIVER TANK  ","2","203.77"
"22201  ","20220608","HD785      "," 7","  ","         33246","20210703","20220424","20220604","8740FQ","AMSMX202205019 ","         ","W","2,291.6","101.08","0","782.7","3,175.38","561-07-81331        ","HOSE           ","2","348"
"22201  ","20220608","HD785      "," 7","  ","         33246","20210703","20220424","20220604","8740FQ","AMSMX202205019 ","         ","W","2,291.6","101.08","0","782.7","3,175.38","561-07-81342        ","HOSE           ","2","306.65"
"22201  ","20220608","HD785      "," 7","  ","         33246","20210703","20220424","20220604","8740FQ","AMSMX202205019 ","         ","W","2,291.6","101.08","0","782.7","3,175.38","56E-07-21133        ","CONDENSER ASS'Y","2","805.44"
"22201  ","20220608","HD785      "," 7","  ","         33246","20210703","20220424","20220604","8740FQ","AMSMX202205019 ","         ","W","2,291.6","101.08","0","782.7","3,175.38","AN51515-A0490       ","VALVE          ","2","93.83"
"22201  ","20220608","HD785      "," 7","  ","         33246","20210703","20220424","20220604","8740FQ","AMSMX202205019 ","         ","W","2,291.6","101.08","0","782.7","3,175.38","AN51532-41240       ","THERMISTOR     ","2","56.04"
"22201  ","20220608","HD785      "," 7","  ","         33246","20210703","20220424","20220604","8740FQ","AMSMX202205019 ","         ","W","2,291.6","101.08","0","782.7","3,175.38","AN51700-A0380       ","EVAPORATOR     ","2","477.87"
"22202  ","20220607","PC160LC    "," 8","  ","         26276","20200210","20220104","20220214","DY2CMA","AMSMX202201012 ","         ","P","115.67","0","0","0","115.67","21T-06-11351        ","TANK           ","2","115.67"
"22204  ","20220614","PC210      ","10","  ","        452548","20211007","20220323","20220528","1@A0NQ","AMSMX202204007 ","         ","T","1,999.62","31.92","19.26","0","2,050.8","600-331-2900        ","ELEMENT ASS'Y  ","0","241.91"
"22204  ","20220614","PC210      ","10","  ","        452548","20211007","20220323","20220528","1@A0NQ","AMSMX202204007 ","         ","T","1,999.62","31.92","19.26","0","2,050.8","6755-11-9110        ","GASKET         ","1","3.21"
"22204  ","20220614","PC210      ","10","  ","        452548","20211007","20220323","20220528","1@A0NQ","AMSMX202204007 ","         ","T","1,999.62","31.92","19.26","0","2,050.8","6755-11-9220        ","GASKET         ","1","7.81"
"22204  ","20220614","PC210      ","10","  ","        452548","20211007","20220323","20220528","1@A0NQ","AMSMX202204007 ","         ","T","1,999.62","31.92","19.26","0","2,050.8","6755-41-9201        ","VALVE          ","1","1,988.6"
"22204  ","20220614","PC210      ","10","  ","        452548","20211007","20220323","20220528","1@A0NQ","AMSMX202204007 ","         ","T","2,241.53","31.92","19.26","0","2,292.71","600-331-2900        ","ELEMENT ASS'Y  ","0","241.91"
"22204  ","20220614","PC210      ","10","  ","        452548","20211007","20220323","20220528","1@A0NQ","AMSMX202204007 ","         ","T","2,241.53","31.92","19.26","0","2,292.71","6755-11-9110        ","GASKET         ","1","3.21"
"22204  ","20220614","PC210      ","10","  ","        452548","20211007","20220323","20220528","1@A0NQ","AMSMX202204007 ","         ","T","2,241.53","31.92","19.26","0","2,292.71","6755-11-9220        ","GASKET         ","1","7.81"
"22204  ","20220614","PC210      ","10","  ","        452548","20211007","20220323","20220528","1@A0NQ","AMSMX202204007 ","         ","T","2,241.53","31.92","19.26","0","2,292.71","6755-41-9201        ","VALVE          ","1","1,988.6"
"22207  ","20220622","D85EX      ","15","R ","         21326","20211125","20220523","20220528","2710AA","AMSMX202205089 ","         ","W","732.4","53.2","30.24","0","815.84","154-27-00020        ","FLOATING SEAL A","2","732.4"
"22218  ","20220629","HD785      "," 7","  ","         33226","20210428","20220427","20220427","1539AA","AMSMX202206021 ","         ","W","269.39","29.26","0","0","298.65","07000-75170         ","O-RING         ","2","17.99"
"22218  ","20220629","HD785      "," 7","  ","         33226","20210428","20220427","20220427","1539AA","AMSMX202206021 ","         ","W","269.39","29.26","0","0","298.65","07012-50125         ","OIL SEAL       ","2","160.69"
"22218  ","20220629","HD785      "," 7","  ","         33226","20210428","20220427","20220427","1539AA","AMSMX202206021 ","         ","W","269.39","29.26","0","0","298.65","426-15-59180        ","SEAL           ","2","90.71"
"22219  ","20220628","PC350      "," 8","M0","         82229","20220119","20220527","20220624","DJG2MA","AMSMX202206039 ","         ","W","129.25","15.96","6.84","0","152.05","600-311-3761        ","SENSOR ASS'Y   ","2","129.25"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","07000-12085         ","O-RING         ","1","3.64"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","07000-13030         ","O-RING         ","1","2.62"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","07000-13035         ","O-RING         ","1","2.62"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","07000-15250         ","O-RING         ","1","10.99"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","07000-15260         ","O-RING         ","1","11.14"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","07012-50115         ","OIL SEAL       ","1","143.73"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","124-15-51740        ","MAGNET ASS'Y   ","1","94.79"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","234-23-12520        ","ROLLER BEARING ","2","370.66"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","235-22-00020        ","SHIM ASS'Y     ","1","480.59"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","235-22-11120        ","O-RING         ","2","36.11"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","235-22-11310        ","COVER          ","1","1,131.41"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","235-22-11320        ","BEARING        ","1","1,118.53"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","235-22-11330        ","BEARING        ","1","474.9"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","235-22-11340        ","NUT            ","2","144.85"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","235-22-11350        ","LOCK           ","1","28.88"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","235-22-11580        ","RING           ","1","140.02"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","235-22-11590        ","RING           ","3","132.47"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","235-22-11930        ","RING           ","2","297.37"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","235-22-31222        ","GASKET         ","1","202.91"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","235-22-51170        ","BEARING        ","1","3,422.45"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","235-22-51410        ","TUBE           ","1","291.3"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","235-22-55101        ","CASE ASS'Y     ","1","12,616.58"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","235-22-55301        ","BEVEL GEAR ASS'","1","8,761.33"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","16,505.61","0","0","0","16,505.61","705-61-22010        ","PUMP ASS'Y     ","1","984.21"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","07000-12085         ","O-RING         ","1","3.64"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","07000-13030         ","O-RING         ","1","2.62"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","07000-13035         ","O-RING         ","1","2.62"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","07000-15250         ","O-RING         ","1","10.99"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","07000-15260         ","O-RING         ","1","11.14"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","07012-50115         ","OIL SEAL       ","1","143.73"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","124-15-51740        ","MAGNET ASS'Y   ","1","94.79"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","234-23-12520        ","ROLLER BEARING ","2","370.66"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","235-22-00020        ","SHIM ASS'Y     ","1","480.59"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","235-22-11120        ","O-RING         ","2","36.11"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","235-22-11310        ","COVER          ","1","1,131.41"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","235-22-11320        ","BEARING        ","1","1,118.53"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","235-22-11330        ","BEARING        ","1","474.9"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","235-22-11340        ","NUT            ","2","144.85"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","235-22-11350        ","LOCK           ","1","28.88"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","235-22-11580        ","RING           ","1","140.02"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","235-22-11590        ","RING           ","3","132.47"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","235-22-11930        ","RING           ","2","297.37"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","235-22-31222        ","GASKET         ","1","202.91"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","235-22-51170        ","BEARING        ","1","3,422.45"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","235-22-51410        ","TUBE           ","1","291.3"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","235-22-55101        ","CASE ASS'Y     ","1","12,616.58"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","235-22-55301        ","BEVEL GEAR ASS'","1","8,761.33"
"22220  ","20220711","GD825A     "," 2","  ","         13370","20210823","20220327","20220619","2J11FA","AMSMX202206094 ","         ","P","32,018.03","0","0","0","32,018.03","705-61-22010        ","PUMP ASS'Y     ","1","984.21"
"22221  ","20220628","D85EX      ","15","R ","         21273","20200626","20220507","20220601","AB30MA","AMSMX202205054 ","         ","X","1,800.02","5.32","14.04","0","1,819.38","600-813-9390        ","STARTER        ","2","1,795.84"
"22221  ","20220628","D85EX      ","15","R ","         21273","20200626","20220507","20220601","AB30MA","AMSMX202205054 ","         ","X","1,800.02","5.32","14.04","0","1,819.38","6221-81-6810        ","GASKET         ","2","4.18"
"22224  ","20220629","D155A      "," 6","  ","         88075","20201203","20220604","20220616","271CAA","AMSMX202206035 ","         ","X","935.86","31.92","13.32","0","981.1","07000-A5440         ","O-RING         ","2","35.56"
"22224  ","20220629","D155A      "," 6","  ","         88075","20201203","20220604","20220616","271CAA","AMSMX202206035 ","         ","X","935.86","31.92","13.32","0","981.1","07000-A5460         ","O-RING         ","2","36.42"
"22224  ","20220629","D155A      "," 6","  ","         88075","20201203","20220604","20220616","271CAA","AMSMX202206035 ","         ","X","935.86","31.92","13.32","0","981.1","17M-27-00180        ","FLOATING SEAL  ","2","863.88"
"22225  ","20220629","PC210LC    ","10","M0","        C02178","20210309","20220517","20220625","DAZ0FQ","AMSMX202205085 ","         ","P","592.05","0","0","0","592.05","2A5-979-1122        ","CONTROLLER     ","1","535.31"
"22225  ","20220629","PC210LC    ","10","M0","        C02178","20210309","20220517","20220625","DAZ0FQ","AMSMX202205085 ","         ","P","592.05","0","0","0","592.05","56D-07-31130        ","RELAY          ","1","56.74"
"22225  ","20220629","PC210LC    ","10","M0","        C02178","20210309","20220517","20220625","DAZ0FQ","AMSMX202205085 ","         ","X","592.05","10.64","21.6","0","624.29","2A5-979-1122        ","CONTROLLER     ","1","535.31"
"22225  ","20220629","PC210LC    ","10","M0","        C02178","20210309","20220517","20220625","DAZ0FQ","AMSMX202205085 ","         ","X","592.05","10.64","21.6","0","624.29","56D-07-31130        ","RELAY          ","1","56.74"
"22226  ","20220703","PC3400     ","11","M0","         36302","20220413","20220421","20220625","0134Z9","AMSMX202207010 ","         ","W","284.76","10.64","0","0","295.4","01010-62080         ","BOLT           ","16","8.15"
"22226  ","20220703","PC3400     ","11","M0","         36302","20220413","20220421","20220625","0134Z9","AMSMX202207010 ","         ","W","284.76","10.64","0","0","295.4","01580-12016         ","NUT            ","16","3.61"
"22226  ","20220703","PC3400     ","11","M0","         36302","20220413","20220421","20220625","0134Z9","AMSMX202207010 ","         ","W","284.76","10.64","0","0","295.4","01643-32060         ","WASHER         ","16","2.74"
"22226  ","20220703","PC3400     ","11","M0","         36302","20220413","20220421","20220625","0134Z9","AMSMX202207010 ","         ","W","284.76","10.64","0","0","295.4","DM95059440          ","STRAP RETAINER ","4","84.38"
"22230  ","20220704","PC210      ","10","M0","        C01568","20200203","20220603","20220625","DAZ0KT","AMSMX202206041 ","         ","F","592.05","10.64","35.82","0","638.51","2A5-979-1122        ","CONTROLLER     ","1","535.31"
"22230  ","20220704","PC210      ","10","M0","        C01568","20200203","20220603","20220625","DAZ0KT","AMSMX202206041 ","         ","F","592.05","10.64","35.82","0","638.51","56D-07-31130        ","RELAY          ","1","56.74"
"22230  ","20220704","PC210      ","10","M0","        C01568","20200203","20220603","20220625","DAZ0KT","AMSMX202206041 ","         ","X","592.05","10.64","35.82","0","638.51","2A5-979-1122        ","CONTROLLER     ","1","535.31"
"22230  ","20220704","PC210      ","10","M0","        C01568","20200203","20220603","20220625","DAZ0KT","AMSMX202206041 ","         ","X","592.05","10.64","35.82","0","638.51","56D-07-31130        ","RELAY          ","1","56.74"
"22231  ","20220706","WA380      "," 6","  ","         67931","20190506","20220311","20220520","1300NQ","AMSMX202203042 ","         ","P","1,100.21","37.24","25.2","0","1,162.65","714-24-26001        ","VALVE ASS'Y    ","1","1,100.21"
"22231  ","20220706","WA380      "," 6","  ","         67931","20190506","20220311","20220520","1300NQ","AMSMX202203042 ","         ","X","1,100.21","37.24","25.2","0","1,162.65","714-24-26001        ","VALVE ASS'Y    ","1","1,100.21"
"22238  ","20220713","HD785      "," 7","  ","         33255","20210629","20220426","20220427","2240AA","AMSMX202204073 ","         ","W","100.21","21.28","0","0","121.49","561-40-05201        ","SEAL KIT       ","2","73.98"
"22238  ","20220713","HD785      "," 7","  ","         33255","20210629","20220426","20220427","2240AA","AMSMX202204073 ","         ","W","100.21","21.28","0","0","121.49","561-40-63760        ","SEAL           ","2","20.37"
"22238  ","20220713","HD785      "," 7","  ","         33255","20210629","20220426","20220427","2240AA","AMSMX202204073 ","         ","W","100.21","21.28","0","0","121.49","566-40-42710        ","WASHER         ","2","5.86"
"22239  ","20220714","D85EX      ","15","R ","         21273","20200626","20220604","20220704","DY20MA","AMSMX202206123 ","         ","X","388.24","5.32","9","0","402.56","17A-Z11-2523        ","MOTOR ASS'Y    ","2","388.24"
"22241  ","20220810","PC210      ","10","M0","        C00232","20200227","20220329","20220704","A2Q0FL","AMSMX202204034 ","         ","P","46.43","2.66","3.06","0","52.15","6754-21-5770        ","GAUGE          ","1","46.43"
"22241  ","20220810","PC210      ","10","M0","        C00232","20200227","20220329","20220704","A2Q0FL","AMSMX202204034 ","         ","X","46.43","2.66","3.06","0","52.15","6754-21-5770        ","GAUGE          ","1","46.43"
"22242  ","20220714","D85EX      ","15","R ","         21211","20200224","20220513","20220706","5030AA","AMSMX202205073 ","         ","X","2,338.4","63.84","22.86","0","2,425.1","02896-11012         ","O-RING         ","0","1.02"
"22242  ","20220714","D85EX      ","15","R ","         21211","20200224","20220513","20220706","5030AA","AMSMX202205073 ","         ","X","2,338.4","63.84","22.86","0","2,425.1","07000-12125         ","O-RING         ","1","4.42"
"22242  ","20220714","D85EX      ","15","R ","         21211","20200224","20220513","20220706","5030AA","AMSMX202205073 ","         ","X","2,338.4","63.84","22.86","0","2,425.1","07000-15195         ","O-RING         ","1","9.72"
